entity_id	pdb_id	fusion_partner	fusion_accession	target_accession	topology	method	resolution	representative_chain	entity_length	target_modelled	fusion_modelled	target_disorder	fusion_disorder	align_coverage_of_modelled	target_also_in_development_under_other_partner	description
6K7F_1	6K7F	MBP	P0AEX9	P53220	TERMINAL_N	X-RAY DIFFRACTION	1.8	A	499	113	368	0.0	0.0	0.9639	False	Maltose/maltodextrin-binding periplasmic protein,Mitochondrial import inner membrane translocase subunit TIM21
6K7E_1	6K7E	MBP	P0AEX9	P53220	TERMINAL_N	X-RAY DIFFRACTION	1.534	A	507	113	367	0.0	0.0027	0.9639	False	Maltose/maltodextrin-binding periplasmic protein,Mitochondrial import inner membrane translocase subunit TIM21
6K7D_1	6K7D	MBP	P0AEX9	P53220	TERMINAL_N	X-RAY DIFFRACTION	2.0	A	506	113	368	0.0	0.0	0.9639	False	Maltose/maltodextrin-binding periplasmic protein,Mitochondrial import inner membrane translocase subunit TIM21
6EG3_1	6EG3	MBP	P0AEX9	P51531	TERMINAL_N	X-RAY DIFFRACTION	2.84	A	621	251	359	0.0	0.0191	0.9935	False	Maltose/maltodextrin-binding periplasmic protein,Probable global transcription activator SNF2L2
6EG2_1	6EG2	MBP	P0AEX9	P51531	TERMINAL_N	X-RAY DIFFRACTION	2.98	A	621	251	364	0.0	0.0055	0.9935	False	Maltose/maltodextrin-binding periplasmic protein,Probable global transcription activator SNF2L2
6DM8_1	6DM8	MBP	P0AEX9	P97287	TERMINAL_N	X-RAY DIFFRACTION	2.7	A	518	144	366	0.0336	0.0	0.9942	False	Induced myeloid leukemia cell differentiation protein Mcl-1 homolog - MBP chimera
6DD5_1	6DD5	MBP	P0AEX9	F2K1V9	TERMINAL_N	X-RAY DIFFRACTION	2.85	A	678	279	358	0.0822	0.0	0.977	False	MMB-1 Cas6 Fused to Maltose Binding Protein,CRISPR-associated endonuclease Cas1
6VLS_1	6VLS	MBP	P0AEX9	W8GI72	TERMINAL_N	X-RAY DIFFRACTION	3.2	A	966	578	366	0.0203	0.0	0.9906	False	Maltose/maltodextrin-binding periplasmic protein,Vip3Aa
6QZ7_1	6QZ7	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.2	A	518	149	362	0.0	0.0109	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6QYO_1	6QYO	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.1	A	518	147	363	0.0134	0.0082	0.9942	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6QYN_1	6QYN	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.5	A	518	149	363	0.0	0.0082	0.9942	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6QYL_1	6QYL	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.2	A	518	149	362	0.0	0.0109	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6QYK_1	6QYK	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.3	A	518	148	363	0.0067	0.0082	0.9942	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6QXJ_1	6QXJ	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.7	A	518	148	362	0.0067	0.0109	0.9942	False	Maltose-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6QGD_1	6QGD	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.8	A	518	147	362	0.0134	0.0109	0.9941	False	Maltose-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
7CY8_1	7CY8	MBP	P0AEX9	A0A2K3D5Z7	TERMINAL_N	X-RAY DIFFRACTION	2.4	A	917	499	352	0.062	0.0383	0.9918	False	Maltodextrin-binding protein,5-methylcytosine-modifying enzyme 1
7CY7_1	7CY7	MBP	P0AEX9	A0A2K3D5Z7	TERMINAL_N	X-RAY DIFFRACTION	2.15	A	917	500	365	0.0602	0.0027	0.992	False	Maltodextrin-binding protein,5-methylcytosine-modifying enzyme 1
7CY6_1	7CY6	MBP	P0AEX9	A0A2K3D5Z7	TERMINAL_N	X-RAY DIFFRACTION	2.1	A	917	500	365	0.0602	0.0027	0.992	False	Maltodextrin-binding protein,5-methylcytosine-modifying enzyme 1
7CY5_1	7CY5	MBP	P0AEX9	A0A2K3D5Z7	TERMINAL_N	X-RAY DIFFRACTION	2.2	A	917	492	363	0.0752	0.0082	0.9919	False	Maltodextrin-binding protein,5-methylcytosine-modifying enzyme 1
7CY4_1	7CY4	MBP	P0AEX9	A0A2K3D5Z7	TERMINAL_N	X-RAY DIFFRACTION	2.2	A	917	494	357	0.0714	0.0246	0.9918	False	Maltodextrin-binding protein,5-methylcytosine-modifying enzyme 1
7B01_1	7B01	MBP	P0AEX9	Q76LX8	TERMINAL_N	X-RAY DIFFRACTION	2.8	A	608	222	366	0.0826	0.0	1.0	False	Maltodextrin-binding protein,Maltodextrin-binding protein,Maltodextrin-binding protein,ADAMTS13 CUB12,A disintegrin and metalloproteinase with thrombospondin motifs 13,A disintegrin and metalloproteinase with thrombospondin motifs 13,A disintegrin and metalloproteinase with thrombospondin motifs 13
6YBL_1	6YBL	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.1	A	518	149	362	0.0	0.0109	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6YBK_1	6YBK	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.0	A	518	149	364	0.0	0.0055	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6YBJ_1	6YBJ	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.5	A	518	149	363	0.0	0.0082	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
6XRX_1	6XRX	MBP	P0AEX9	Q8T5C5	TERMINAL_N	X-RAY DIFFRACTION	1.95	A	554	181	367	0.0163	0.0	0.9946	False	Maltose/maltodextrin-binding periplasmic protein, Mosquito protein AZ1
6XDS_1	6XDS	MBP	P0AEX9	Q9NZC2	TERMINAL_N	X-RAY DIFFRACTION	1.466	A	492	115	363	0.0336	0.0082	0.9856	False	Sugar ABC transporter substrate-binding protein,Triggering receptor expressed on myeloid cells 2
7MHW_1	7MHW	MBP	P0AEX9	Q2YLR6	TERMINAL_N	X-RAY DIFFRACTION	2.55	A	481	98	363	0.0297	0.0082	0.9788	False	Maltose/maltodextrin-binding periplasmic protein,Outer membrane lipoprotein omp19
7T31_1	7T31	MBP	P0AEX9	Q185H8	TERMINAL_N	X-RAY DIFFRACTION	2.3	A	512	120	367	0.0977	0.0	0.9939	False	Maltose/maltodextrin-binding periplasmic protein,Putative pilin protein chimera
8DEI_1	8DEI	MBP	P0AEX9	Q12495	TERMINAL_N	X-RAY DIFFRACTION	2.81	A	490	87	364	0.0333	0.0055	0.9495	False	Maltodextrin-binding protein,Chromatin assembly factor 1 subunit p90 fusion
8EL0_1	8EL0	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.917	A	532	148	366	0.0067	0.0	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
8EL1_1	8EL1	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.406	A	532	148	362	0.0067	0.0109	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
8EKX_1	8EKX	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.55	A	532	148	366	0.0067	0.0	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
8DX4_1	8DX4	MBP	P0AEX9	A0A0H3N4W9	TERMINAL_N	X-RAY DIFFRACTION	2.487	A	512	130	366	0.0441	0.0	0.998	False	Maltodextrin-binding protein,Putative pilin protein
8C5L_1	8C5L	MBP	P0AEX9	P10588	COMPLEX	X-RAY DIFFRACTION	2.6	A	568	187	363	0.0556	0.0	0.9892	False	Maltose/maltodextrin-binding periplasmic protein,Nuclear receptor subfamily 2 group F member 6
7WR3_1	7WR3	MBP	P0AEX9	A0A0H2US87	TERMINAL_N	X-RAY DIFFRACTION	1.87	A	806	424	358	0.0208	0.0	0.9849	False	MBP-fused OspC3
8SVY_1	8SVY	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.47	A	518	149	365	0.0	0.0027	0.9942	False	Maltose/maltodextrin-binding periplasmic protein, Induced myeloid leukemia cell differentiation protein Mcl-1 chimera
8SBU_1	8SBU	MBP	P0AEX9	Q59028	TERMINAL_N	X-RAY DIFFRACTION	2.2	A	618	218	367	0.0954	0.0027	1.0	False	Maltose/maltodextrin-binding periplasmic protein,6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase
8QSO_1	8QSO	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.106	A	518	149	366	0.0	0.0	0.9942	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
8IIZ_1	8IIZ	MBP	P0AEX9	O95619	TERMINAL_N	X-RAY DIFFRACTION	2.1	A	514	136	366	0.0355	0.0	0.9921	False	Maltodextrin-binding protein,YEATS domain-containing protein 4
8IIY_1	8IIY	MBP	P0AEX9	O95619	TERMINAL_N	X-RAY DIFFRACTION	2.15	A	514	138	364	0.0213	0.0055	0.9921	False	Maltodextrin-binding protein,YEATS domain-containing protein 4
8H68_1	8H68	MBP	P0AEX9	Q8MNT9	TERMINAL_N	X-RAY DIFFRACTION	2.2	A	634	254	366	0.0231	0.0	0.9936	False	Maltose/maltodextrin-binding periplasmic protein,DNA N6-methyl adenine demethylase
8T6F_1	8T6F	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.56	A	518	148	366	0.0	0.0	0.9923	False	Maltose/maltodextrin-binding periplasmic protein/Induced myeloid leukemia cell differentiation protein Mcl-1 Chimera
9BCG_1	9BCG	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.898	A	516	148	366	0.0	0.0	0.9961	False	Maltose/maltodextrin-binding periplasmic protein,Induced myeloid leukemia cell differentiation protein Mcl-1
